baseJ,baseM,baseH,sampleJ,sampleM,sampleH,deltaE2000,deltaEOK,deltaEOK2
50.8768615325683,44.85933399675318,169.4814925454557,45.70815530476703,42.61724447247241,173.63750367330044,5.006206567623683,0.0442041927216134,0.051387772153977176
50.8768615325683,44.85933399675318,169.4814925454557,56.48193998971561,39.87587267831181,171.57939059199293,4.719346637795191,0.049160084983839204,0.06307460095509493
71.30573722141582,45.0679869748002,96.10415526665747,72.58469889913528,44.273332224472,98.24783650430021,1.6725940708797922,0.010930092671878852,0.01584680995063763
71.30573722141582,45.0679869748002,96.10415526665747,71.31156787013867,39.220085431369185,100.52858861678942,4.24438966462219,0.020714256929932888,0.04142061147624677
71.30573722141582,45.0679869748002,96.10415526665747,70.05075055729944,41.723444653183584,96.104793778807,1.6442679645812186,0.013033704051534326,0.020971630239885387
71.30573722141582,45.0679869748002,96.10415526665747,66.07734527004207,50.684142080084385,98.3875035192321,3.745096243579972,0.03780249280780268,0.04196197523665617
71.30573722141582,45.0679869748002,96.10415526665747,73.00809219494576,49.82003207220728,91.42122187172862,4.005518691855749,0.023446585720660294,0.04185977016761038
78.55551902051792,11.283764154282224,9.764499356970191,79.04152314569299,14.652876910706432,10.700607245377455,2.983354519244582,0.014138160541084986,0.027695538428252085
78.55551902051792,11.283764154282224,9.764499356970191,76.65873431506252,8.593644571568616,6.474172662886303,3.0537366957033187,0.017122969649106676,0.02617048009576049
78.55551902051792,11.283764154282224,9.764499356970191,81.10469694260254,9.50659739973085,9.186751479185318,2.1956310594169297,0.01828097195502619,0.02193393373219744
78.55551902051792,11.283764154282224,9.764499356970191,80.31596649282581,12.030444178550178,7.619577199063542,1.1989065113848028,0.01218223196018318,0.013439959999971203
78.55551902051792,11.283764154282224,9.764499356970191,76.44356850221173,15.244899535028985,7.464085266571487,3.5555494649459147,0.02086821616229104,0.03386697401026937
80.60555546893016,33.68558692949357,115.00622844323516,81.28047161981574,39.36397711929475,111.90189508778354,3.6285820422552213,0.02245298134934383,0.04414819470430129
80.60555546893016,33.68558692949357,115.00622844323516,79.41413687182433,34.33203437527555,113.58590047436519,1.119183226278626,0.00875122836214317,0.011055654168674923
80.60555546893016,33.68558692949357,115.00622844323516,81.13009663417108,39.63053536231174,121.08650184574242,3.8848546210097616,0.02609780457410941,0.051850801566826255
80.60555546893016,33.68558692949357,115.00622844323516,74.41228475040495,26.198473644030752,117.31069794940362,5.5607876683105735,0.05182233720437672,0.07428151234415693
80.60555546893016,33.68558692949357,115.00622844323516,84.49387528128653,33.73660698314534,115.1242061004412,1.8948297364007025,0.025473817275878843,0.025553425408576157
84.58209325458171,0,214.82262460514903,83.95611763244118,0.5673316176871815,212.14978108151092,0.57579652368154,0.004226077607751093,0.004663447479896069
84.58209325458171,0,214.82262460514903,81.20020083573581,3.6056555018776852,211.63980103944948,4.455538112543629,0.023849221098053812,0.028395762210371232
84.58209325458171,0,214.82262460514903,86.20181284487937,0,221.74218787979112,0.7663569307603474,0.010477774668459438,0.01047820230569058
84.58209325458171,0,214.82262460514903,88.16599197581341,0,216.2325694637292,1.6767870218578094,0.023084649322070678,0.02308559149307839
84.58209325458171,0,214.82262460514903,86.04517973561556,0,219.3878035395811,0.6928719374725484,0.00946779987592966,0.009468186292306429
39.56168512184186,13.308867200704462,265.90369418263435,32.996613166324614,12.641295359510597,260.94136677719564,6.744934084034372,0.05926590573013635,0.0597063559048324
39.56168512184186,13.308867200704462,265.90369418263435,41.284241904468516,11.212340750971428,265.013879191976,2.4355132951943745,0.016457754920063603,0.020814088589005967
39.56168512184186,13.308867200704462,265.90369418263435,41.55234419261125,19.19517640089567,263.5984381195683,4.856135815415243,0.02800414507125067,0.04707817492139609
39.56168512184186,13.308867200704462,265.90369418263435,48.31214030676567,9.060706000567201,267.98143174876327,8.907701433135795,0.07430511500126012,0.07847522243706861
39.56168512184186,13.308867200704462,265.90369418263435,41.57139512781053,11.153170515937326,262.9608347442263,2.7641264466959212,0.018845554572179655,0.023180672442572308
48.97498249636511,17.396522229122983,105.47698932699859,37.50925992035882,11.352598387339121,100.454441348422,12.098635763704694,0.09967472468527518,0.10893191506649977
48.97498249636511,17.396522229122983,105.47698932699859,53.70025868231989,16.061363950913375,102.49002511105135,3.848258401679525,0.03751690735260524,0.038692674524602545
48.97498249636511,17.396522229122983,105.47698932699859,52.66992670360972,17.958773801508805,105.31160299476608,2.9745933747541433,0.029279032118858007,0.02970308408295512
48.97498249636511,17.396522229122983,105.47698932699859,48.119008994517465,14.693120022649104,111.80397857055402,3.3847527515587497,0.015279443166546312,0.028100122762540234
48.97498249636511,17.396522229122983,105.47698932699859,51.52215806017529,19.81656790749228,105.2293192294465,2.7570806301389124,0.022510697485184705,0.028315439643435865
35.55524230874657,18.860980602541947,334.0223641321063,33.81396309992157,17.864538738684715,334.66032993576437,1.8433546945145467,0.01648115731910041,0.017868220068432993
35.55524230874657,18.860980602541947,334.0223641321063,38.48109253591221,18.8455702122246,336.57035766048125,3.0300195433468415,0.02625940333343887,0.0268536952882536
35.55524230874657,18.860980602541947,334.0223641321063,32.57346827325546,19.777533837517495,335.6458818357662,3.0777129734942035,0.027701922216945715,0.02846397169033276
35.55524230874657,18.860980602541947,334.0223641321063,32.49466974588562,21.397292072764042,347.1026167949708,5.211508039508533,0.03439710770865903,0.04825301028097888
35.55524230874657,18.860980602541947,334.0223641321063,29.7554304241393,20.6702209912261,333.5950706237345,5.89801695568184,0.05463124470989665,0.05580998301605871
68.13040245729027,39.88519163824576,100.17052981071174,71.72277947390606,47.8243234547811,96.84489745218792,4.949229004682484,0.03587202299649832,0.056315994145612
68.13040245729027,39.88519163824576,100.17052981071174,69.52627385271964,41.33302434426746,99.2264256651236,1.2733144522479969,0.011353393212219063,0.014886035023259393
68.13040245729027,39.88519163824576,100.17052981071174,67.3982381461663,39.216930922471846,99.87255949718525,0.5483603682886897,0.005725144710326139,0.0070816038148872745
68.13040245729027,39.88519163824576,100.17052981071174,66.74879256912043,37.774443482098874,103.99541128656779,2.8339421911533216,0.015812691130473476,0.026475037925984532
68.13040245729027,39.88519163824576,100.17052981071174,65.09696329406951,40.24961922382725,101.89254116988286,2.014788444401015,0.02206455794758811,0.02353780250244229
67.13296405725289,34.979197155748594,43.41332643292844,69.15140588935643,40.438732787029274,35.68290539739246,4.715298232025668,0.030861376535916345,0.05647743009823433
67.13296405725289,34.979197155748594,43.41332643292844,70.17654456770975,37.61378133659977,40.66138024743282,2.4548070736788756,0.024680157543342605,0.03247294485670788
67.13296405725289,34.979197155748594,43.41332643292844,70.68598045582287,38.03700782639956,42.73760462204467,2.4629625131865835,0.027861966597308812,0.03498140604779911
67.13296405725289,34.979197155748594,43.41332643292844,68.7943742040359,38.80387023871179,46.033254773049975,2.8098578901027773,0.01976379244267977,0.03371399794542656
67.13296405725289,34.979197155748594,43.41332643292844,64.21627419021027,34.96516899681953,50.76244682160865,4.445646673467402,0.02710646560246166,0.04055410971333658
58.273741962247456,17.338034214955336,208.24308869428933,60.387465243278065,26.32908921816921,215.7139670222307,6.415744662403634,0.03890847803468396,0.07280561142682923
58.273741962247456,17.338034214955336,208.24308869428933,63.21092809397815,22.015850963480233,209.75557437264604,4.752973002160667,0.040278143960681016,0.050200018936074446
58.273741962247456,17.338034214955336,208.24308869428933,57.069798018841546,17.316703480606044,214.7670866630424,2.058646862122401,0.010824104310070937,0.015107504843801868
58.273741962247456,17.338034214955336,208.24308869428933,62.662262968888136,21.730833728813963,197.8735287076529,5.885078282503078,0.038023250386549384,0.05175030086277348
58.273741962247456,17.338034214955336,208.24308869428933,59.52604968758372,16.841186034487233,200.04644697062076,2.4351260948768294,0.012068324665193727,0.018085384101364885
35.73126467281404,21.121449242716622,106.27512420527637,38.938435313947586,22.062034500718582,109.75265045868434,3.6462893129797647,0.029087295234464988,0.030881527778548273
35.73126467281404,21.121449242716622,106.27512420527637,29.205080206377666,23.07316596130911,103.72656996895267,6.809570853403369,0.06130671517350596,0.06185715937883091
35.73126467281404,21.121449242716622,106.27512420527637,35.131271288793755,28.07596629329192,105.09262655671444,4.3992526383973045,0.022113001532875542,0.04332922217564907
35.73126467281404,21.121449242716622,106.27512420527637,32.916018685996114,15.906402168941238,111.67590561526907,5.469838281878455,0.03341404735164555,0.04934572070168799
35.73126467281404,21.121449242716622,106.27512420527637,29.788896058062964,18.256385292951524,106.3624714416244,6.3907016072999525,0.056888828434539074,0.06043215607858444
35.12225765171928,50.14845643059703,250.81974444910884,34.13262812644869,50.73779962903127,249.5080533689096,1.2317652150574478,0.013129147522705676,0.020995858221050528
35.12225765171928,50.14845643059703,250.81974444910884,44.400713580859744,53.6745516580841,244.7961586102009,11.134761784787841,0.0833943048116632,0.09334141911682708
35.12225765171928,50.14845643059703,250.81974444910884,36.547969514117874,49.703871626590605,251.9170794855164,1.5125464970101439,0.01528101561557881,0.020905315534381835
35.12225765171928,50.14845643059703,250.81974444910884,34.3343500823451,50.80341239475407,248.92959174151747,1.4076602929808995,0.013459764460941517,0.023720684300617297
35.12225765171928,50.14845643059703,250.81974444910884,32.63442649328822,47.598713740567156,249.31272662919173,2.5073634455621012,0.027956434664021,0.038235472896795845
66.82296414453661,32.44282665703858,171.14104751497507,76.08956790312128,37.62511782477603,169.43383302180257,6.048107669983037,0.06788105060026588,0.07849120001155094
66.82296414453661,32.44282665703858,171.14104751497507,62.08522833695629,34.70928342256275,172.75903573634992,3.2035242736684433,0.035612990466457765,0.0395615688305545
66.82296414453661,32.44282665703858,171.14104751497507,72.5248936644749,31.816051388201696,171.2489668812923,3.2500738887912863,0.039958914133562375,0.04019983961923795
66.82296414453661,32.44282665703858,171.14104751497507,65.35050890028619,33.99846583258881,172.67179362931518,1.3994274125318542,0.01271057779260087,0.01766963297722848
66.82296414453661,32.44282665703858,171.14104751497507,67.29242210891414,36.84027235071806,176.85216081514477,3.6748461181329124,0.022169382151765015,0.04399156979361822
68.5747080275505,27.044666650315918,255.39467504248023,71.56449021225139,25.554607513205504,257.0707319393355,2.12614594505404,0.021850147939284106,0.024846455921278505
68.5747080275505,27.044666650315918,255.39467504248023,65.26648794273794,27.155558433318312,262.9254531953436,3.3468366718106144,0.025916268842092867,0.03257150800964328
68.5747080275505,27.044666650315918,255.39467504248023,67.13867378801163,20.913829802418725,255.50898942321783,3.8589561168899675,0.027028031216990926,0.05086129635037002
68.5747080275505,27.044666650315918,255.39467504248023,70.79556985718551,27.703253937221028,251.24869064046345,2.136535774241457,0.016889138833275377,0.02060268301486522
68.5747080275505,27.044666650315918,255.39467504248023,67.83040812290842,24.828465929063146,243.80819724249568,3.600024464121051,0.020127479134896067,0.03903692602423722
62.83463270055505,38.7661232789047,235.67990016192198,60.94413747037253,38.79750875802763,235.73622349576726,1.2284748735775612,0.013817029933306763,0.01384867367987146
62.83463270055505,38.7661232789047,235.67990016192198,57.67484179137705,40.59119901903133,234.00409895650182,3.579281630594236,0.03988610000551309,0.04484065769962705
62.83463270055505,38.7661232789047,235.67990016192198,62.92594583943215,36.87807286375243,237.17460965036958,1.1650262279302475,0.01015259175449248,0.020275750140192617
62.83463270055505,38.7661232789047,235.67990016192198,65.12400509679756,32.56208863355208,235.6019825714643,3.3569225601017756,0.03408772452218521,0.06216755817799006
62.83463270055505,38.7661232789047,235.67990016192198,62.35548790788829,41.89873803411586,235.10262126073417,1.5051407764193934,0.016716804988786194,0.03293379041533984
67.89279639236786,39.59795683058754,117.49606699682772,72.8258977655018,35.61076426300639,122.72922371999499,4.8942095563870005,0.03817819252243172,0.04859323791847605
67.89279639236786,39.59795683058754,117.49606699682772,75.23155665803782,40.04861168130268,123.44501563997113,5.644516487456479,0.05284469433918746,0.05931493648022552
67.89279639236786,39.59795683058754,117.49606699682772,69.72528937272475,44.89668711845742,118.4992755998544,2.399484739324753,0.022093401638581093,0.03798768995149329
67.89279639236786,39.59795683058754,117.49606699682772,75.34979148555095,40.946740185815145,116.832440299788,4.2663235862522715,0.05215001978910334,0.05384314343164033
67.89279639236786,39.59795683058754,117.49606699682772,72.44491450817873,46.49037235823265,117.77296745820917,3.913518505465329,0.03975230991605706,0.05706281145703978
49.328961957949296,51.399914646089066,133.0957400612533,52.89606328518637,55.62883654500403,136.71848857129834,4.125727564005167,0.03518724717677892,0.05116680637428996
49.328961957949296,51.399914646089066,133.0957400612533,38.67671519314159,45.185788215348744,131.32156745573673,10.248177862410106,0.09283832953002498,0.10385385742144473
49.328961957949296,51.399914646089066,133.0957400612533,41.622154063042565,54.52984079567228,139.3075670650918,7.815111176328014,0.06797841034584375,0.07943288648647022
49.328961957949296,51.399914646089066,133.0957400612533,53.42768504064402,54.813968239090634,136.27417612841327,4.163202941520334,0.03689251168135176,0.0486685630865117
49.328961957949296,51.399914646089066,133.0957400612533,50.57937637296269,50.39642750435505,124.32633692430181,6.445530915125308,0.030118507722453617,0.05748006180130582
55.18308922602717,38.549602865936436,326.9392125494778,54.892758859025754,38.95419780103779,325.20856267794477,0.9008096923143771,0.00558991891613312,0.010581167317619824
55.18308922602717,38.549602865936436,326.9392125494778,62.15859349487801,43.279252993968726,324.9594539355396,5.340790618285611,0.05742015341699677,0.0698065312799687
55.18308922602717,38.549602865936436,326.9392125494778,66.51034237678665,30.1165158865694,326.70457293067284,9.053415240243776,0.09001944883396597,0.10932890345185525
55.18308922602717,38.549602865936436,326.9392125494778,47.048992757538734,32.963472956042956,326.33933799022213,6.880413004410928,0.06920220294353535,0.0816542104604184
55.18308922602717,38.549602865936436,326.9392125494778,57.81814539128515,31.366777700504958,322.26898432150824,4.416714169262497,0.03795564123097432,0.06808356305170855
31.89237598330477,34.63220275142494,17.0906631834805,27.787347615873028,28.375359892681992,16.00411589085286,4.87755841174203,0.04583356902158357,0.06002584504121715
31.89237598330477,34.63220275142494,17.0906631834805,32.084673814641,36.69847134740887,21.672345957589812,3.2539804742774825,0.013300038679767645,0.02639723661051649
31.89237598330477,34.63220275142494,17.0906631834805,35.719877455692796,29.408495114491064,18.3968283911683,4.345291820402929,0.03833690245601447,0.04644651957952467
31.89237598330477,34.63220275142494,17.0906631834805,38.715939323405074,36.41339273584223,13.629473225895026,7.015884972818035,0.06339043088455912,0.06714119345270533
31.89237598330477,34.63220275142494,17.0906631834805,34.991392174118985,33.637645086566266,10.322724229931339,5.17184192475736,0.0332915206207919,0.04415555189429362
55.680427595638726,19.992940004371594,121.17595533840358,56.13761909253864,25.442499529736075,127.3760775349989,3.7574635593157595,0.021998156794981474,0.04359544005399037
55.680427595638726,19.992940004371594,121.17595533840358,56.748918822483986,18.342792957495526,118.79051631209404,1.4478940242116234,0.010463648188806808,0.01549596235583192
55.680427595638726,19.992940004371594,121.17595533840358,51.01442624118825,21.71887515683151,120.37108247521428,3.6475920132611614,0.03659802539527749,0.03810263630875276
55.680427595638726,19.992940004371594,121.17595533840358,55.94327782535874,18.10914966203054,120.11659802421525,1.2730844054770565,0.007550812646175699,0.01469631637081469
55.680427595638726,19.992940004371594,121.17595533840358,59.16866559048662,18.135563222344622,117.62317973480765,2.8477928660382674,0.02736610573773014,0.030432893015472827
69.67313194853286,22.951113705048645,355.88313672691584,67.85020132491233,21.593126601252575,353.4833291706468,1.6156680347226147,0.01463069850758325,0.01908618344033927
69.67313194853286,22.951113705048645,355.88313672691584,75.07620732263545,24.272271723487854,354.67579697263363,3.1375721730409287,0.03776757175442717,0.03919010893623688
69.67313194853286,22.951113705048645,355.88313672691584,68.84620082833003,25.934346990430598,357.62738996677285,1.8604801159638673,0.013576350722000438,0.025267215723208246
69.67313194853286,22.951113705048645,355.88313672691584,77.26965067178601,23.469904506762337,355.36365912045744,4.218237651446735,0.05214714297096894,0.052399084554700416
69.67313194853286,22.951113705048645,355.88313672691584,64.57939514947167,16.821511396222366,351.794254514798,5.159291547487506,0.044476553734967623,0.06302995887360173
78.1504801663391,19.324843416534954,142.0762796793133,80.51433991514493,32.806725867925934,142.6553969433147,7.840280542374433,0.056418411685041546,0.10960832909933697
78.1504801663391,19.324843416534954,142.0762796793133,77.23362216585765,20.21955843105467,145.34363683476903,1.297089716417042,0.007908859116146943,0.011656137450102523
78.1504801663391,19.324843416534954,142.0762796793133,80.33871070632927,28.771147177578996,137.82316299494858,6.294953233351187,0.04246661560542011,0.08117628847386964
78.1504801663391,19.324843416534954,142.0762796793133,75.66652313805314,21.303852193362737,140.8545021709291,1.8818881459318275,0.01867238224231214,0.023508423166873002
78.1504801663391,19.324843416534954,142.0762796793133,79.40953355877204,15.55995856649491,146.3630546860079,3.244015728857244,0.01869805482730424,0.03438133484068027
37.497767570922065,11.051999639825771,121.00348795764148,32.77393406369866,13.038063589298673,121.00176343624355,5.0134077481588335,0.04361470088395208,0.04536171068108495
37.497767570922065,11.051999639825771,121.00348795764148,36.44021743559406,1.9062892243289706,115.24731066946691,10.33631939549028,0.03615415731119062,0.07052688579296577
37.497767570922065,11.051999639825771,121.00348795764148,34.76155860501472,15.651184563417825,114.27735502926788,5.239642420064659,0.0311672281036667,0.04549459646154477
37.497767570922065,11.051999639825771,121.00348795764148,41.28604778420249,10.28829608388184,113.28106308569289,4.341865172192874,0.03347780635067071,0.03484428948900543
37.497767570922065,11.051999639825771,121.00348795764148,34.68416952615293,9.8733394450869,126.05731682248421,3.3733717982873372,0.02614720855217826,0.028445000035680963
55.61569602149421,6.814492515863741,196.69034692458808,57.70569583218563,0,196.85811387307967,8.298696984709181,0.02412949896311615,0.039663367028452405
55.61569602149421,6.814492515863741,196.69034692458808,53.99636405039805,8.8672094542517,201.77260687651972,2.4628106355531973,0.01398618418838259,0.017917057627499667
55.61569602149421,6.814492515863741,196.69034692458808,58.44101951281367,10.359911883080901,191.5392674595837,4.559454827846012,0.024181713565797933,0.03138629564900006
55.61569602149421,6.814492515863741,196.69034692458808,53.542918794641785,4.941874980443899,193.64432000188594,2.6185660604056604,0.016795316899159383,0.019247169026986474
55.61569602149421,6.814492515863741,196.69034692458808,54.596346810939274,4.513454198000819,191.30981757141353,2.7245812095954287,0.010275612613680218,0.015513817523153171
61.883283979505315,15.957259627741973,115.40363417007029,54.1759064388855,16.023603356382328,117.07935178192906,5.351170979653794,0.05781866407217851,0.0579576800846481
61.883283979505315,15.957259627741973,115.40363417007029,63.75403491925436,10.512722417766144,120.05307002233167,5.091762521609186,0.027222439989221636,0.04904257209011934
61.883283979505315,15.957259627741973,115.40363417007029,64.4570642009882,17.7351600437223,117.86619473673017,2.244220365977563,0.020082411028367674,0.023889681852562954
61.883283979505315,15.957259627741973,115.40363417007029,61.771436222209424,19.088649372087172,110.25962616158768,3.2238630000533313,0.015011225245463718,0.029992724102898615
61.883283979505315,15.957259627741973,115.40363417007029,56.90662646739047,11.220100193902493,119.07824063821465,5.554320965190345,0.04238612127384,0.055644067290653784
63.25973778004681,12.228505214753083,113.12079694122076,63.52595342429396,7.41510954328345,111.89121079339998,4.7928158898100275,0.020209243206526586,0.04026599736829802
63.25973778004681,12.228505214753083,113.12079694122076,67.72115478337012,16.703514923651102,116.40264684244698,4.7015265133673445,0.03688020729223654,0.04894626034362811
63.25973778004681,12.228505214753083,113.12079694122076,62.8283223970069,5.9036851510554,120.55670695626048,6.730699695412039,0.02776445410306593,0.05528573319634843
63.25973778004681,12.228505214753083,113.12079694122076,62.54432839802307,10.049256282074653,112.38189517594975,2.117895117842088,0.010467972628115118,0.01893202218125323
63.25973778004681,12.228505214753083,113.12079694122076,68.9583732085662,16.93293420094835,119.67112583980708,5.523163816384762,0.045026049274676114,0.05637605489774269
44.082881001994515,0,74.76758505217731,46.05432217269459,0,76.85935344287134,1.7752975029187112,0.016290032132721646,0.01629069698995106
44.082881001994515,0,74.76758505217731,42.07663868943562,1.8134789642085183,76.4978060608965,3.0447055027142453,0.018186671844187638,0.021553792368312872
44.082881001994515,0,74.76758505217731,42.877540165975475,4.6056934364916815,75.52486710382664,6.262357019389292,0.021167896791560135,0.038471557754549066
44.082881001994515,0,74.76758505217731,45.18549645196496,0,80.85557666086851,1.0029518291795956,0.009144910743416761,0.009145283981478576
44.082881001994515,0,74.76758505217731,46.070613046985784,4.2061474187087455,88.00638854016807,5.8849787364126644,0.023379372868201697,0.03726870963252853
42.38156292849904,39.06089905943244,292.2118336055428,50.062396940725,35.73989872847654,292.2452977982267,7.319159396604488,0.06428213678667159,0.07078702524446126
42.38156292849904,39.06089905943244,292.2118336055428,41.30868400372649,45.18520320210404,297.4369818430339,4.020308417628727,0.034462564612131236,0.06764469928519302
42.38156292849904,39.06089905943244,292.2118336055428,42.60673546871599,34.14332414705866,292.81468551823264,2.686565375897499,0.02408183625073198,0.04813895812675926
42.38156292849904,39.06089905943244,292.2118336055428,38.221763749228494,40.974570120253254,294.0624080188686,4.579864997211193,0.03687144348384862,0.04136262840071891
42.38156292849904,39.06089905943244,292.2118336055428,37.48265958228459,34.63612972607097,298.1854952539685,6.397611423807186,0.05037783230440743,0.06738555801397823
74.53177805830748,14.480448417074319,302.535132067278,73.14247242559034,18.60258276047025,304.59346148177167,3.3653829004753946,0.018469696166304173,0.0333154346011907
74.53177805830748,14.480448417074319,302.535132067278,70.71356961849528,21.10094586746337,305.3987622200855,5.5037999581676615,0.03659965969396388,0.05799892789946608
74.53177805830748,14.480448417074319,302.535132067278,67.64143661390239,13.201932925574447,296.2663869690381,4.388707822113828,0.048401951927637424,0.049962972683289815
74.53177805830748,14.480448417074319,302.535132067278,80.07814181047884,9.942228109324823,301.67370038466424,4.94757053951634,0.04046148076952607,0.049420610645430726
74.53177805830748,14.480448417074319,302.535132067278,78.04106210559527,13.91976951284476,297.90510908195927,2.297419354381026,0.024006878851424024,0.025038657743415946
51.016450771679644,0,290.7333108969033,55.31663582619759,1.800808105994961,293.34779430411595,3.632545197296213,0.03366278425545757,0.03448128114786546
51.016450771679644,0,290.7333108969033,59.205935011395546,0,295.52478739674825,5.998974686680115,0.0626398520386887,0.0626424086056824
51.016450771679644,0,290.7333108969033,51.673821993354885,7.7734167583364115,291.7448630538372,7.406597781265174,0.023005469026589356,0.04503294055886075
51.016450771679644,0,290.7333108969033,54.11029154067624,0,293.08757549057395,2.3755678932318123,0.024089430774628287,0.024090413954530723
51.016450771679644,0,290.7333108969033,53.393756208370974,0,292.53870412698734,1.8380315204989097,0.018558595513638663,0.01855935295943708
32.75879324686802,46.90929388807372,177.1197655890137,41.34971488354314,46.78413743340903,178.32084863230216,8.90401842831805,0.07699462216287563,0.07736536514643923
32.75879324686802,46.90929388807372,177.1197655890137,32.523329311813754,41.718240199648044,184.19592492503773,4.810976640346259,0.03095905580738188,0.06184039776192617
32.75879324686802,46.90929388807372,177.1197655890137,36.21183720680309,44.352862736178196,178.62559777126137,3.8535367172666297,0.034927072324623144,0.042651142676969664
32.75879324686802,46.90929388807372,177.1197655890137,35.79489806555141,52.981910325046805,170.24808768441426,5.759500073711637,0.04328437857785143,0.07206761687508381
32.75879324686802,46.90929388807372,177.1197655890137,33.60319256754943,48.86388402245614,178.935573136705,1.7639513041728678,0.014567932669494818,0.02592296893614436
66.08273525811364,39.531123376699426,24.962511286139488,63.203832043145745,41.349672598064316,28.25544799167858,3.1675038777030284,0.023576493314319085,0.03079091488468825
66.08273525811364,39.531123376699426,24.962511286139488,70.18103349059884,32.13037906570422,29.63287662027267,4.399632525708203,0.03939171896768608,0.061166225020839134
66.08273525811364,39.531123376699426,24.962511286139488,60.33647315104179,43.861612774885494,22.14656886761236,4.318871765501063,0.043964059511363514,0.05055711518807584
66.08273525811364,39.531123376699426,24.962511286139488,64.12548633026958,37.18096499091775,15.903514128685913,6.545402582173892,0.031639294620880214,0.05840790070164005
66.08273525811364,39.531123376699426,24.962511286139488,63.20021131336227,35.784264782666554,26.439267749463852,2.3538458831474576,0.025409673120654182,0.03579113685631852
22.33754857385763,26.198533766652766,356.9243804086,19.64582977742959,30.225272775590692,0.32381232716602426,3.490482485981571,0.03288677587792308,0.04044402203747814
22.33754857385763,26.198533766652766,356.9243804086,18.1348862840823,24.493616684644728,354.7455518905456,4.307732910375995,0.04826177920226187,0.05032620084212527
22.33754857385763,26.198533766652766,356.9243804086,22.453131630966062,34.363664674039065,357.9521711359646,3.4657947615501934,0.027590086934013287,0.05511854574156384
22.33754857385763,26.198533766652766,356.9243804086,23.063492500308687,25.172809685643223,0.1750190358141026,1.6516550366257097,0.010337014831379597,0.015729258105222153
22.33754857385763,26.198533766652766,356.9243804086,16.089478825379643,24.567568179869795,1.1237414577611844,6.439182608123887,0.07324351194361817,0.0757487477302965
51.36319755391632,32.191865459307785,215.78011622652411,51.825842198962974,31.468917421337093,210.8592523752809,2.1743243979301847,0.010429424297125947,0.019991951507442703
51.36319755391632,32.191865459307785,215.78011622652411,47.12212422688921,33.124755132222475,207.9528859224398,4.8966841404074755,0.03799574328857814,0.04758631340831872
51.36319755391632,32.191865459307785,215.78011622652411,58.60294938920499,32.49354811573176,212.7170693703439,5.473322580400731,0.05557879556016355,0.05639873394029055
